deal_id,company_name,industry,rep_name,lead_source,product_line,deal_stage,deal_value,created_date,close_date,days_in_stage,last_activity_days_ago,probability_pct,competitor_mentioned,num_stakeholders,next_action
DL-1057,Sunset Medical Group,Ambulatory Surgery Center,Aisha Brooks,Partner,Meridian Pro,Closed Lost,44000,2024-05-18,2024-06-23,0,73,0,None,1,Follow-up call
DL-1058,Pinecrest Community Hospital,Specialty Practice,Priya Nair,Referral,Meridian Core,Closed Won,25000,2024-06-11,2024-07-13,0,64,100,None,2,Check in
DL-1059,Clearwater Hospital,Outpatient Clinic,Derek Stone,Outbound,Meridian Enterprise,Qualified,342000,2024-07-24,2024-11-09,22,1,31,None,1,Contract sent
DL-1060,Ivy Brook Regional Health,Urgent Care,Aisha Brooks,Referral,Meridian Pro,Closed Won,86000,2024-10-09,2024-11-06,0,30,99,In-House Solution,3,Contract sent
DL-1061,Pacific Community Hospital,Hospital System,Sarah Chen,Inbound,Meridian Core,Closed Won,18000,2024-10-02,2024-11-09,0,84,100,None,3,Escalation call
DL-1062,Willow Health Alliance,Ambulatory Surgery Center,Devon Mills,Referral,Meridian Core,Proposal Sent,27000,2024-04-03,2024-05-03,13,13,59,None,4,Legal review
DL-1063,Cardinal Hospital,Hospital System,Connor Walsh,Inbound,Meridian Pro,Closed Won,110000,2024-07-14,2024-08-23,0,79,96,None,4,Send proposal
DL-1064,Ironwood Oncology Partners,Health Network,Sam Elliot,Conference,Meridian Enterprise,Qualified,335000,2024-08-06,2024-11-19,19,11,26,None,5,Check in
DL-1065,Forge Hospital,Specialty Practice,Nina Patel,Partner,Meridian Core,Closed Won,23000,2024-10-06,2024-11-09,0,61,100,None,4,Contract sent
DL-1066,Trailhead Health System,Ambulatory Surgery Center,Connor Walsh,Inbound,Meridian Core,Closed Won,41000,2024-08-08,2024-09-01,0,85,98,Epic,3,Demo scheduled
DL-1067,Cardinal Medical Center,Urgent Care,James Okafor,Inbound,Meridian Core,Closed Lost,16000,2024-04-13,2024-05-17,0,47,2,Cerner,1,Pilot debrief
DL-1068,Highland Care Partners,Outpatient Clinic,Andre Bishop,Conference,Meridian Core,Prospecting,14000,2024-05-26,2024-07-05,21,4,10,None,2,Pilot debrief
DL-1069,Sequoia Pediatric Center,Specialty Practice,Tomas Rivera,Outbound,Meridian Enterprise,Closed Lost,347000,2024-04-20,2024-08-08,0,75,5,Cerner,1,Legal review
DL-1070,Summit Care Partners,Outpatient Clinic,Megan Torres,Referral,Meridian Enterprise,Demo Scheduled,257000,2024-09-26,2024-12-02,20,6,41,Epic,2,Executive meeting
DL-1071,Mercy Health System,Health Network,Megan Torres,Conference,Meridian Enterprise,Closed Lost,146000,2024-05-23,2024-08-29,0,71,2,None,3,Executive meeting
DL-1072,Atlas Health Network,Ambulatory Surgery Center,Priya Nair,Referral,Meridian Enterprise,Closed Won,187000,2024-08-25,2024-10-22,0,45,100,None,4,Escalation call
DL-1073,Tidewater Medical Group,Hospital System,Aisha Brooks,Referral,Meridian Pro,Closed Won,80000,2024-06-17,2024-07-08,0,74,96,In-House Solution,4,Pilot debrief
DL-1074,Juniper Health Alliance,Health Network,Megan Torres,Conference,Meridian Enterprise,Proposal Sent,304000,2024-09-05,2024-12-30,13,2,52,In-House Solution,1,Pricing review
DL-1075,Lakeshore Health Services,Specialty Practice,Marcus Webb,Inbound,Meridian Enterprise,Demo Scheduled,333000,2024-09-18,2024-12-05,22,7,39,Cerner,4,Check in
DL-1076,Lakeside Health Network,Hospital System,Fatima Hassan,Partner,Meridian Core,Closed Won,43000,2024-08-07,2024-09-17,0,83,97,Epic,2,Legal review
DL-1077,Forge Women's Health,Specialty Practice,Andre Bishop,Conference,Meridian Enterprise,Closed Won,361000,2024-07-20,2024-11-04,0,41,96,In-House Solution,1,Follow-up call
DL-1078,Glenwood Surgical Center,Hospital System,Julia Novak,Outbound,Meridian Core,Closed Won,19000,2024-07-06,2024-08-25,0,87,99,None,2,Check in
DL-1079,Cardinal Women's Health,Urgent Care,Nina Patel,Partner,Meridian Pro,Closed Won,98000,2024-05-11,2024-06-11,0,86,98,Cerner,2,Check in
DL-1080,Harbor Women's Health,Specialty Practice,Andre Bishop,Conference,Meridian Core,Closed Lost,29000,2024-04-10,2024-06-04,0,73,0,None,1,Check in
DL-1081,Valley Care Partners,Ambulatory Surgery Center,Fatima Hassan,Partner,Meridian Core,Closed Lost,28000,2024-08-21,2024-10-04,0,75,0,None,2,Check in
DL-1082,Foxglove Regional Health,Health Network,Rachel Kim,Inbound,Meridian Core,Closed Lost,15000,2024-10-13,2024-11-14,0,57,0,Cerner,1,Follow-up call
DL-1083,Heritage Health System,Ambulatory Surgery Center,Connor Walsh,Inbound,Meridian Pro,Closed Won,93000,2024-05-09,2024-06-17,0,31,97,Epic,1,Follow-up call
DL-1084,Coastal Care Partners,Hospital System,Sarah Chen,Inbound,Meridian Enterprise,Closed Won,282000,2024-08-24,2024-11-10,0,63,100,None,8,Legal review
DL-1085,Lakeside Oncology Partners,Ambulatory Surgery Center,Lauren Tate,Outbound,Meridian Core,Closed Won,40000,2024-04-04,2024-05-21,0,43,100,None,1,Follow-up call
DL-1086,Westmark Surgical Center,Specialty Practice,Derek Stone,Partner,Meridian Enterprise,Qualified,365000,2024-06-29,2024-09-30,2,48,25,Epic,2,Follow-up call
DL-1087,Crystal Hospital,Health Network,James Okafor,Outbound,Meridian Enterprise,Closed Lost,411000,2024-04-04,2024-08-10,0,78,4,In-House Solution,5,Follow-up call
DL-1088,Riverside Oncology Partners,Specialty Practice,Chris Park,Inbound,Meridian Pro,Closed Lost,99000,2024-10-01,2024-10-26,0,82,0,None,2,Follow-up call
DL-1089,Cardinal Cardiac Institute,Ambulatory Surgery Center,James Okafor,Referral,Meridian Core,Closed Won,29000,2024-06-25,2024-08-04,0,80,100,Cerner,2,Send proposal
DL-1090,Hawthorne Pediatric Center,Health Network,Julia Novak,Conference,Meridian Enterprise,Qualified,181000,2024-04-04,2024-07-22,14,4,31,In-House Solution,8,Escalation call
DL-1091,Sequoia Health System,Hospital System,Julia Novak,Conference,Meridian Pro,Qualified,69000,2024-09-26,2024-11-17,14,2,34,None,1,Send proposal
DL-1092,Ridgeline Care Partners,Health Network,James Okafor,Referral,Meridian Enterprise,Closed Lost,121000,2024-09-07,2024-11-04,0,30,0,None,4,Pricing review
DL-1093,Foothill Health Network,Hospital System,Priya Nair,Conference,Meridian Core,Prospecting,25000,2024-10-11,2024-11-20,22,32,17,None,4,Contract sent
DL-1094,Willow Community Hospital,Hospital System,Rachel Kim,Inbound,Meridian Pro,Closed Won,72000,2024-06-26,2024-08-17,0,72,100,Cerner,5,Pilot debrief
DL-1095,Ironwood Medical Group,Urgent Care,Sarah Chen,Inbound,Meridian Core,Closed Won,34000,2024-07-15,2024-08-22,0,52,96,Cerner,4,Follow-up call
DL-1096,Maple Women's Health,Hospital System,Julia Novak,Conference,Meridian Core,Closed Won,34000,2024-05-22,2024-07-10,0,48,100,Cerner,5,Pilot debrief
DL-1097,Crestwood Regional Health,Specialty Practice,Devon Mills,Outbound,Meridian Core,Prospecting,19000,2024-06-12,2024-08-25,17,12,18,None,3,Send proposal
DL-1098,Willow Medical Group,Specialty Practice,Megan Torres,Inbound,Meridian Enterprise,Closed Won,112000,2024-07-11,2024-09-21,0,58,100,Cerner,4,Demo scheduled
DL-1099,Sunset Pediatric Center,Ambulatory Surgery Center,Fatima Hassan,Partner,Meridian Enterprise,Closed Won,430000,2024-05-03,2024-07-13,0,66,100,None,3,Legal review
DL-1100,Vista Cardiac Institute,Urgent Care,Fatima Hassan,Referral,Meridian Core,Closed Won,20000,2024-07-22,2024-08-21,0,55,100,None,2,Legal review
DL-1101,Riverside Medical Group,Urgent Care,Connor Walsh,Inbound,Meridian Pro,Closed Won,60000,2024-10-03,2024-11-02,0,49,99,In-House Solution,1,Demo scheduled
DL-1102,Valley Physicians Group,Ambulatory Surgery Center,Megan Torres,Referral,Meridian Pro,Closed Won,95000,2024-05-09,2024-06-06,0,38,99,None,1,Follow-up call
DL-1103,Lakeshore Health Services,Ambulatory Surgery Center,Megan Torres,Partner,Meridian Pro,Closed Won,99000,2024-07-21,2024-08-17,0,76,95,In-House Solution,4,Demo scheduled
DL-1104,Lakeside Medical Group,Hospital System,Connor Walsh,Inbound,Meridian Pro,Closed Won,95000,2024-09-21,2024-10-24,0,37,100,None,5,Executive meeting
DL-1105,Riverside Health System,Specialty Practice,Chris Park,Inbound,Meridian Enterprise,Qualified,445000,2024-07-26,2024-10-16,22,1,31,Epic,3,Pricing review
DL-1106,Summit Care Partners,Urgent Care,Aisha Brooks,Outbound,Meridian Pro,Closed Lost,52000,2024-05-12,2024-07-22,0,51,2,Cerner,3,Executive meeting
DL-1107,Valley Healthcare System,Specialty Practice,Fatima Hassan,Outbound,Meridian Enterprise,Demo Scheduled,162000,2024-05-24,2024-10-02,22,1,39,None,1,Follow-up call
DL-1108,Lakeside Physicians Group,Urgent Care,Priya Nair,Referral,Meridian Pro,Closed Won,53000,2024-07-17,2024-08-13,0,76,100,None,2,Legal review
DL-1109,Crestwood Health Services,Specialty Practice,Lauren Tate,Outbound,Meridian Enterprise,Closed Won,387000,2024-04-18,2024-08-27,0,43,100,In-House Solution,4,Contract sent
DL-1110,Mercy Oncology Partners,Specialty Practice,Derek Stone,Outbound,Meridian Pro,Demo Scheduled,69000,2024-09-14,2024-11-05,15,11,37,Epic,3,Demo scheduled
DL-1111,Northbay Regional Health,Specialty Practice,Tomas Rivera,Outbound,Meridian Enterprise,Demo Scheduled,426000,2024-06-22,2024-10-10,6,5,41,None,2,Pricing review
DL-1112,Sunset Care Partners,Health Network,Andre Bishop,Inbound,Meridian Core,Closed Won,28000,2024-09-10,2024-10-22,0,43,98,In-House Solution,3,Demo scheduled
DL-1113,Hawthorne Health Alliance,Ambulatory Surgery Center,Megan Torres,Referral,Meridian Enterprise,Closed Lost,146000,2024-08-15,2024-10-29,0,63,0,Epic,1,Escalation call
DL-1114,Sequoia Community Hospital,Specialty Practice,James Okafor,Inbound,Meridian Core,Closed Won,20000,2024-08-21,2024-09-28,0,32,100,Epic,2,Escalation call
DL-1115,Atlas Medical Group,Health Network,Devon Mills,Inbound,Meridian Enterprise,Proposal Sent,388000,2024-08-17,2024-11-01,13,7,56,In-House Solution,6,Follow-up call
DL-1116,Ivy Brook Health Services,Ambulatory Surgery Center,Sarah Chen,Inbound,Meridian Pro,Closed Won,52000,2024-09-04,2024-10-13,0,43,95,None,2,Check in
DL-1117,Briar Health System,Specialty Practice,James Okafor,Inbound,Meridian Enterprise,Demo Scheduled,383000,2024-09-16,2024-12-10,15,6,41,None,3,Contract sent
DL-1118,Ivy Brook Cardiac Institute,Urgent Care,Andre Bishop,Conference,Meridian Pro,Proposal Sent,104000,2024-08-05,2024-09-19,5,6,53,None,2,Pilot debrief
DL-1119,Cascade Health Alliance,Urgent Care,Priya Nair,Referral,Meridian Pro,Closed Won,109000,2024-04-11,2024-05-19,0,63,96,None,4,Pilot debrief
DL-1120,Crestwood Physicians Group,Specialty Practice,Marcus Webb,Partner,Meridian Enterprise,Negotiation,175000,2024-08-07,2024-11-05,27,4,65,In-House Solution,2,Send proposal
DL-1121,Highland Health System,Hospital System,Devon Mills,Outbound,Meridian Enterprise,Qualified,106000,2024-04-10,2024-08-07,11,5,29,None,6,Follow-up call
DL-1122,Atlas Medical Center,Specialty Practice,Sam Elliot,Inbound,Meridian Enterprise,Proposal Sent,367000,2024-08-23,2024-10-24,20,12,56,Epic,4,Pilot debrief
DL-1123,Harbor Clinic,Hospital System,Lauren Tate,Partner,Meridian Core,Prospecting,42000,2024-07-31,2024-09-02,15,21,11,None,8,Follow-up call
DL-1124,Foxglove Oncology Partners,Ambulatory Surgery Center,Nina Patel,Conference,Meridian Enterprise,Qualified,195000,2024-10-02,2025-01-25,4,9,32,Epic,1,Follow-up call
DL-1125,Redwood Health System,Ambulatory Surgery Center,Sarah Chen,Inbound,Meridian Enterprise,Closed Won,416000,2024-04-16,2024-06-18,0,64,100,None,3,Check in
DL-1126,Osprey Regional Health,Hospital System,Fatima Hassan,Outbound,Meridian Pro,Proposal Sent,60000,2024-07-30,2024-10-02,14,13,57,None,5,Contract sent
DL-1127,Valley Healthcare System,Outpatient Clinic,Marcus Webb,Partner,Meridian Enterprise,Negotiation,471000,2024-09-07,2024-11-16,41,10,71,None,4,Pilot debrief
DL-1128,Osprey Clinic,Hospital System,Connor Walsh,Inbound,Meridian Pro,Closed Won,73000,2024-07-25,2024-08-25,0,30,99,None,5,Pricing review
DL-1129,Pinecrest Healthcare System,Urgent Care,Chris Park,Inbound,Meridian Enterprise,Closed Won,348000,2024-06-28,2024-09-22,0,54,99,Cerner,4,Demo scheduled
DL-1130,Forge Community Hospital,Specialty Practice,Nina Patel,Conference,Meridian Enterprise,Prospecting,144000,2024-08-29,2024-12-10,9,9,14,Cerner,2,Demo scheduled
DL-1131,Lakeshore Health System,Ambulatory Surgery Center,Aisha Brooks,Referral,Meridian Pro,Closed Won,86000,2024-05-20,2024-06-27,0,76,100,None,4,Check in
DL-1132,Osprey Community Hospital,Health Network,James Okafor,Inbound,Meridian Pro,Closed Lost,84000,2024-07-05,2024-08-05,0,27,0,In-House Solution,4,Contract sent
DL-1133,Westmark Healthcare System,Specialty Practice,Nina Patel,Partner,Meridian Enterprise,Closed Won,411000,2024-07-19,2024-10-27,0,29,100,None,1,Follow-up call
DL-1134,Osprey Surgical Center,Specialty Practice,Marcus Webb,Conference,Meridian Core,Closed Won,37000,2024-04-09,2024-06-11,0,36,99,None,1,Pricing review
DL-1135,Briar Medical Center,Health Network,Megan Torres,Referral,Meridian Pro,Closed Won,68000,2024-05-17,2024-06-11,0,57,100,In-House Solution,1,Contract sent
DL-1136,Elmwood Health Network,Hospital System,Julia Novak,Conference,Meridian Core,Qualified,21000,2024-09-29,2024-11-12,23,10,34,Epic,8,Check in
DL-1137,Clearwater Health Alliance,Outpatient Clinic,Andre Bishop,Conference,Meridian Pro,Closed Lost,88000,2024-06-05,2024-07-14,0,43,5,None,1,Legal review
DL-1138,Atlas Physicians Group,Ambulatory Surgery Center,Connor Walsh,Referral,Meridian Core,Closed Won,40000,2024-04-20,2024-06-09,0,74,95,In-House Solution,3,Check in
DL-1139,Sequoia Physicians Group,Outpatient Clinic,Connor Walsh,Inbound,Meridian Core,Closed Lost,33000,2024-08-01,2024-08-31,0,48,2,Cerner,2,Contract sent
DL-1140,Riverside Regional Health,Hospital System,Sam Elliot,Outbound,Meridian Pro,Closed Lost,113000,2024-07-15,2024-09-23,0,46,0,Epic,8,Escalation call
DL-1141,Granite Care Partners,Ambulatory Surgery Center,James Okafor,Inbound,Meridian Enterprise,Closed Won,208000,2024-05-10,2024-07-27,0,61,96,None,4,Contract sent
DL-1142,Summit Physicians Group,Outpatient Clinic,Connor Walsh,Inbound,Meridian Pro,Closed Lost,60000,2024-05-31,2024-06-24,0,62,0,In-House Solution,3,Pricing review
DL-1143,Osprey Medical Group,Urgent Care,Lauren Tate,Conference,Meridian Pro,Closed Lost,63000,2024-07-23,2024-09-06,0,77,0,None,2,Legal review
DL-1144,Foxglove Health Alliance,Health Network,Julia Novak,Conference,Meridian Core,Proposal Sent,17000,2024-10-15,2024-12-16,10,3,53,In-House Solution,5,Demo scheduled
DL-1145,Redwood Hospital,Specialty Practice,Sarah Chen,Partner,Meridian Enterprise,Closed Lost,128000,2024-04-17,2024-07-12,0,67,0,In-House Solution,1,Executive meeting
DL-1146,Maple Women's Health,Health Network,Chris Park,Referral,Meridian Core,Closed Won,35000,2024-05-05,2024-05-26,0,72,100,None,8,Pricing review
DL-1147,Redwood Physicians Group,Health Network,Priya Nair,Referral,Meridian Pro,Closed Won,88000,2024-05-01,2024-06-08,0,32,99,In-House Solution,1,Pricing review
DL-1148,Summit Health Network,Hospital System,Derek Stone,Outbound,Meridian Core,Closed Lost,23000,2024-05-05,2024-06-23,0,57,3,None,4,Contract sent
DL-1149,Vista Health Network,Urgent Care,Sarah Chen,Conference,Meridian Core,Closed Won,40000,2024-09-01,2024-10-08,0,37,97,None,4,Escalation call
DL-1150,Foxglove Physicians Group,Hospital System,Julia Novak,Conference,Meridian Core,Negotiation,37000,2024-10-12,2024-12-13,9,14,68,None,7,Legal review
DL-1151,Pacific Regional Health,Specialty Practice,Sarah Chen,Inbound,Meridian Enterprise,Prospecting,408000,2024-09-10,2024-11-26,13,4,15,In-House Solution,4,Pricing review
DL-1152,Cypress Medical Group,Ambulatory Surgery Center,Marcus Webb,Outbound,Meridian Pro,Closed Lost,71000,2024-06-23,2024-09-02,0,26,0,None,1,Check in
DL-1153,Elmwood Oncology Partners,Hospital System,Sam Elliot,Outbound,Meridian Core,Proposal Sent,20000,2024-05-22,2024-07-18,22,1,50,None,5,Pricing review
DL-1154,Harbor Health System,Hospital System,Marcus Webb,Outbound,Meridian Enterprise,Prospecting,106000,2024-09-07,2025-01-06,11,36,20,None,5,Send proposal
DL-1155,Northbay Pediatric Center,Health Network,Fatima Hassan,Partner,Meridian Enterprise,Proposal Sent,167000,2024-08-30,2024-12-06,20,5,54,In-House Solution,5,Escalation call
DL-1156,Summit Surgical Center,Urgent Care,Connor Walsh,Inbound,Meridian Enterprise,Demo Scheduled,287000,2024-09-14,2024-11-28,21,8,42,None,3,Demo scheduled
DL-1157,Forge Community Hospital,Urgent Care,Aisha Brooks,Referral,Meridian Pro,Closed Won,41000,2024-08-10,2024-09-28,0,55,100,Cerner,3,Contract sent
DL-1158,Cypress Healthcare System,Hospital System,Aisha Brooks,Referral,Meridian Core,Closed Lost,16000,2024-06-15,2024-07-24,0,81,5,None,8,Check in
DL-1159,Granite Oncology Partners,Ambulatory Surgery Center,James Okafor,Inbound,Meridian Enterprise,Closed Won,179000,2024-08-12,2024-10-25,0,70,97,In-House Solution,1,Escalation call
